text,label
" הכוונה שלי הייתה לשאול מתי רצח נחשב כהריגה, מבחינתי רצח זה לקחת חיים של אדם אחר, הריגה זה לקחת חיים של אדם אחר באופן שנחשב למקובל יותר חברתית. אז השאלה שלי היא מה הגבול הדק שבו רצח יכול להיחשב כהריגה.",Positive
 וואי דווקא בבית ספר שלי שווה רצח אבל בטח השנה יהיה מעפן כי אין מסיבות,Negative
" ברור ...עם אורח חיים חסרי דאגות ואני משלם מכספי את מחייתכם ,,, וכל מה שיש לך בראש להגיד אנטישמי,,ברור שעדיין אתם חיים בשטייטל ,,,,תתתקדם,,שבוע טוב",Negative
" נו טוף ו29 ו36-39 (תוך ""הבאת"" הספר הלבן שסגר את שערי א""י ו ""תרם"" לשואה) 48 56 67 73 ובין לבין טרור בלתי פוסק. רצחנות ללא קץ מ 1860 ואילך זו מהותם ולכן עליהם ללכת כי לנו ארץ זו ולהם יתרת המרחב הערבי מאוקיינוס עד אוקיינוס.",Negative
" מכיוון שחפצת חיים אנוכי אני לא חיה בטוויטר. לא זוכרת שראיתי דבר כזה אבל ריקלין הוא לא הנושא אלא דורשי הצדק למיניהם. מכיוון שאני מכירה קתת את הנפשות הפועלות אספר לך על שני משפטים ששמעתי השבוע. האחד, בחור מבת עין שהגיב לשאלתי מה הקטע לפגוע בנהג ערבי חף מפשע? במילים אין דבר כזה ערב",Negative
" מה הבטיח? רצח עם? אוי אה אממ רגע,",Negative
" תעדכן את ביבי, אצלו תומכי טרור זה עניין נזיל כנראה, בהתאם לצרכיו",Positive
"ימות המשיח? ממש לא! זה אנחנו, אנחנו עם אחד, כולנו אחים! לא נותנים לסטריאוטיפים ולדעות להרחיק אותנו אחד מהשני! https://t.co/gONXaGUfrT",Positive
" הנאשם מרוב תיסכול הפך מחבק ""תומכי טרור""",Negative
"היום (השלמה, ג' במרחשוון ו)ה-21 באוקטובר #היום_במזרח_התיכון #היום_בהיסטוריה #היוםלפני ביום זה בשנת 1969, ימים אחרי רצח הנשיא עבד אל-ראשיד עלי שירמרקי החלה הפיכה צבאית ללא שפיכות דמים בסומליה בראשות סיאד בארה ששלט במדינה עד ינואר 1991, אז הודח ובסמוליה החלה מלחמת אזרחים. https://t.co/p8v4Duj0gb",Positive
" תמשיך לאכול מתוק. ולטמון את הראש בחול כמו בת יענה. ילד נרצח, מפגינים מקבלים מכות רצח, חוטפים תינוק מאבא שלו. לא הכל עובר עם עוגה. תתעורר",Positive
💬פיגוע דקירה נמנע בירושלים: תושב מזרח העיר (20) הגיע ביום שישי לתחנת המשטרה 'שלם' והתוודה כי בכוונתו לבצע פיגוע דקירה. הצעיר מסר לשוטרים סכין. כך דיווח לירן תמרי,Negative
" ""רוצח ילדים"" זה תיאור מדויק. השוטר שניגח ראוי לכלוב משלו עד 120 ויאללה סלמאת",Positive
 גם זה עוד אנטישמי !!!,Negative
בא לי לריב עם תומכי פלסטין או משהו משעמם לי,Positive
RT: אלפים בהפגנת הימין על רצח אהוביה סנדק • אלימות קשה מצד השוטרים חדשות ימנים &gt;&gt;&gt; https://t.co/aMKDK6BOZm,Positive
 אז עשרים גברים בני ארבעים צריכים לאנוס אותך,Negative
" טוב, נראה שדאגת שהתגובה שלי תמחק.. אז רק אומר שאני לא אמרתי שראוי כלום. המחשתי, אם תקרא בריכוז, שלפי הרציונל שלו עצמו, המוצאות לגיטימיות בפעולות טרור כי הכיבוש, הרי שהאבחנה שהוא מדמיין בין תושבי יש""ע לתושבי גוש דן מלאכותית וחסרת ביסוס. המדינה היא הכובשת/מתנחלת, לא מי שגר שם.",Positive
" לנתניהו יש אינטרס ""להפעיל"" את גנץ שיישאר במשחק הפוליטי, אפילו כדי לשרוף מנדטים יקרים אם לא יעבור את % החסימה. ואם יעבור את % החסימה, יחבור כמובן לביבי. הכל לכאורה",Positive
 לא ציוני אלא לאומן ערבי דובר עברית.,Negative
"תחליף לריבונות? תחליף תקליט אולי? (לגבי עזה: לא מוחקים אותם. מוציאים בנחישות את כל הערבים למקום הכי רחוק, שלא יוכלו יותר לעולם לשלוח רקטות התינוקות שלנו בדרום ולא לשרוף שדות שהחקלאים שלנו הזיעו עליהם דם.) https://t.co/pKuTDrDnPE",Negative
" אז הקמפיין של התקשורת לממשלת שמאל עם הרשימה המשותפת בעיצומו וכמובן שהכי קל זה להגיד שביבי ומנסור וכו'... אז ככה, ביבי רוצה את קולות הערבים, שיצביעו עבורו. ולא הוא לא מתכוון להישען על רשימה של תומכי טרור. כרגיל הוא הראשון לזהות את השינוי בחברה הערבית. מלך !",Negative
" הצבא והמשטרה הורגים ערבים כל הזמן, ממוצע של לפחות אחד בשבוע וזה מעולם לא הטריד את סגל בנו של הרוצח. בהפגנות הגדר בעזה נטבחו בידי צלפי צה""ל מאות מפגינים לא חמושים ורק בריון מיידה אבנים אחד שנהרג בעת מרדף מטריד את מנוחתו של הגזען בן רוצח.",Negative
" אני מבין שלקרוא, אתה לא יודע. אתה מבין, זה מעניין לי את התחת אם אתה ערבי, דרוזי, בודהיסטי, צ'רקסי, בהאי, יהודי, קתולי או פרוטסטנטי. אמרתי *לך* יוזר עם תמונת פרופיל של גבר ערום, לך תלבש מכנסיים, המגזר שאליו אתה משתייך *לא* רלוונטי לאמירה שלי, *מאוד רלוונטי* לאמירה של דניאל.",Negative
 זה נכון. הרכב ניסה לדרוס יהודים וגם המפגינים היהודים קיבלו מערבים אבנים. אם את בעד שלום לפחות תהי אובייקטיבי ולא אוטו אנטישמי חסר זהות יהודית.,Positive
 זהו פלסטין משוחררת תודה לך big.milky עשית צדק בעולם,Positive
 טריק של הנאשם לשרוף כמה עשרות (?) אלפי קולות שרוצים שינוי.,Positive
" אויב - בטח שלא, אבל גם לא לבד, כי אז הופכים להיות האויב של עצמנו...",Positive
" אין כיבוש. יש רק אדמת ארץ ישראל, ששייכת כולה לעם ישראל, ולא לאף אחד אחר!!! ויש בוגדים שפלים ומתועבים כמו מוסי רז וחבריו, שבעצם רצונם לתת חלקים מארץ ישראל לערבים, מעודדים את המשך הטרור!!!",Negative
" לזכותו של נתניהו שחשף את מלוא הספקטרום הימני והבהיר (למי שחיפש הבהרה) שאין שמאל ציוני, אלא גוונים של לאומנות וקפיטליזם",Negative
" אונס, רצח, כו'",Positive
 דאעש. בחיי.,Positive
" לידיעת כולם אורית גרינברג שהזמינה את השותף של עו""ד חדד מה שלא מראים בסירטון לאחר שערכו אותו לא מראים שהיא זו הכלבה הציעה לעו""ד להפיל שופטים את זה חתכו בעריכה נבלות וטרפות ימח שמם",Negative
 גם לשרוף דברים זה כישרון. זה הדבר היחיד שאני מוכשרת בו,Negative
"RT: זאת התמונה שצלי איפורי בחר לצרף לציוץ שמבקר את התקשורת בשצף קצף רגיל של הטחת עלבונות שיותר מלמדים על השלכה, מבלי לשים לב שמצד…",Positive
 טרור יהודי הוא *עדיין* בבחינת אדם נשך כלב,Negative
" כשיש שרשור עם אדם שתומך בהעלמת אנשים ואת תומכת בו, את בעקיפין תומכת בהעלמת אנשים. כמו שאם צייצן יכתוב בעד הוצאה להורג של תומכי טרור במשפט שדה, ומישהו אחר יבוא ויתמוך בכמה הודעות נלוות שקשורות לתומכי הטרור (אבל לא בהודעה המקורית), הוא בעקיפין תומך בדעה הראשונית. על ידי אי התנגדות",Negative
 ידוע שאוהד אמיתי מביא לעולם ילדים רק בשביל ששחקנים יוכלו לאנוס אותם 😕,Positive
"אין קורנה תרקדו. ואם חלילה אחד ההורים של אחד התלמידים או אחת המורים תדבק ותמות, צריך לתבוע אישית על רצח מדרגה ראשונה את חבר הכנסת לא. כל מי שמצביע בוועדה לחינוך. ככה פשוט וקל. על כל מורה/נורה שידבר או ימות בגלל ההחלטה של הוועדה, עוד מאסר עולם על רצח. https://t.co/truHzTK2BP",Positive
"لحظات مهمة في تاريخ الامارات بصوت الشيخ محمد بن راشد آل مكتوم 🇦🇪 ترجمته للعبرانية ✡️ “How the UAE was formed”, narrated by HH Sheikh Mohamed bin Rashid Al Maktoum 🇦🇪 רגעים חשובים בהיסטוריה של איחוד האמירויות, בקולו של השייח 'מוחמד בן ראשיד 📽by #تعليم #ترجمة https://t.co/Z8Jg2pkru5",Positive
 מבחינתי כל אדם שמנסה לפגוע באדם אחר חף מפשע- הוא טרוריסט. הן יהודים והן ערבים.,Negative
" בצלאל, אתה פתטי. אתה תתמוך במשטרה כל עוד היא הורגת ערבים ואתיופים, נכון? לא תפצה פה כשרוצחים ערבי אוטיסט בדרך לבית ספר, נכון? אתה משקף את כל מה שרע בעם היהודי בעת הנוכחית. בחילה",Positive
 שמאל ציוני והרשימה המשותפת באותה הרשימה? אתם בוגדים במדינה ובבחירות הקרובים תיעלמו מהמפה הפוליטית!!,Positive
